DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Sample/Labslip ID,Collector (Labslip),Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Sample Comments,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
"99420","DNR_STORET","SECCHI DEPTH HIT BOTTOM","NO","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/28/2018 01:18 PM","06/28/2018 01:18 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"90001","SWIMS","WATER COLOR (VISUAL)","GREEN","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/28/2018 01:18 PM","06/28/2018 01:18 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"90002","SWIMS","USER PERCEPTION OF WATER QUALITY","1-Beautiful, could not be nicer","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/28/2018 01:18 PM","06/28/2018 01:18 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"32","DNR_STORET","CLOUD COVER","25","%","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"35","DNR_STORET","WIND VELOCITY (MILES PER HOUR)","1","MPH","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","25.79","DEGREES C","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","0 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","9.81","MG/L","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","0 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.5","SU","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","0 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","270.9","UMHOS/CM","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","0 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","25.25","DEGREES C","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","1 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","9.83","MG/L","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","1 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.53","SU","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","1 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","270.4","UMHOS/CM","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","1 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","24.46","DEGREES C","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","2 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","10.61","MG/L","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","2 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.58","SU","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","2 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","269.3","UMHOS/CM","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","2 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","24.03","DEGREES C","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","3 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","10.18","MG/L","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","3 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.59","SU","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","3 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","269.4","UMHOS/CM","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","3 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","23.78","DEGREES C","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","4 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","10.13","MG/L","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","4 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.58","SU","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","4 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","269.8","UMHOS/CM","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","4 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","20.77","DEGREES C","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","13.67","MG/L","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.35","SU","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","275.2","UMHOS/CM","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","17.71","DEGREES C","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","6 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","14.34","MG/L","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","6 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.15","SU","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","6 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","275.2","UMHOS/CM","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","6 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","16.75","DEGREES C","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","6.5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","12.34","MG/L","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","6.5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.02","SU","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","6.5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","279","UMHOS/CM","","","06/28/2018 01:18 PM","06/28/2018 01:18 PM","6.5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"49701","DNR_STORET","SECCHI DEPTH - FEET","6.89","FEET","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 10:41 AM","07/12/2018 10:41 AM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"90000","SWIMS","WATER COLUMN APPEARANCE","CLEAR","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 10:41 AM","07/12/2018 10:41 AM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"90001","SWIMS","WATER COLOR (VISUAL)","BROWN","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 10:41 AM","07/12/2018 10:41 AM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"90002","SWIMS","USER PERCEPTION OF WATER QUALITY","1-Beautiful, could not be nicer","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 10:41 AM","07/12/2018 10:41 AM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"32","DNR_STORET","CLOUD COVER","100","%","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"35","DNR_STORET","WIND VELOCITY (MILES PER HOUR)","0","MPH","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","26.39","DEGREES C","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","0 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","5.35","MG/L","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","0 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","6.77","SU","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","0 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","307.7","UMHOS/CM","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","0 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","26.41","DEGREES C","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM",".5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","5.36","MG/L","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM",".5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7","SU","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM",".5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","307.8","UMHOS/CM","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM",".5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","26.42","DEGREES C","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","1 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","5.33","MG/L","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","1 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.06","SU","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","1 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","307.5","UMHOS/CM","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","1 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","26.42","DEGREES C","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","1.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","5.37","MG/L","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","1.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.11","SU","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","1.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","306.7","UMHOS/CM","","","07/12/2018 10:41 AM","07/12/2018 10:41 AM","1.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"49701","DNR_STORET","SECCHI DEPTH - FEET","9.51","FEET","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 01:30 PM","07/12/2018 01:30 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"99420","DNR_STORET","SECCHI DEPTH HIT BOTTOM","NO","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 01:30 PM","07/12/2018 01:30 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"90000","SWIMS","WATER COLUMN APPEARANCE","CLEAR","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 01:30 PM","07/12/2018 01:30 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"90001","SWIMS","WATER COLOR (VISUAL)","GREEN","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 01:30 PM","07/12/2018 01:30 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"90002","SWIMS","USER PERCEPTION OF WATER QUALITY","1-Beautiful, could not be nicer","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 01:30 PM","07/12/2018 01:30 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"32","DNR_STORET","CLOUD COVER","90","%","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"35","DNR_STORET","WIND VELOCITY (MILES PER HOUR)","5","MPH","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","26.85","DEGREES C","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","0 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","9.44","MG/L","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","0 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.68","SU","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","0 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","274.1","UMHOS/CM","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","0 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","26.81","DEGREES C","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","1 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","9.46","MG/L","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","1 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.99","SU","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","1 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","274.2","UMHOS/CM","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","1 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","26.71","DEGREES C","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","2 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","9.46","MG/L","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","2 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.14","SU","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","2 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","273.8","UMHOS/CM","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","2 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","26.66","DEGREES C","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","3 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
