siteID,labno,dateon,dateoff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
WI31,TM3604SW,"2014-01-07 18:40","2014-01-14 18:18",201401,5.440,8.200, ,0.195, ,0.020, ,0.011, ,0.030, ,0.565, ,1.480, ,0.056, ,0.904,0,-9,706.300,10.922,10.922,w ,            ,6/8/2015 11:23:00 AM
WI31,TM3992SW,"2014-01-14 18:23","2014-01-22 03:40",201401,6.110,9.500, ,0.253, ,0.052, ,0.019, ,0.388, ,0.627, ,1.215, ,0.660, ,0.647,0,-9,245.400,3.810,3.810,w ,            ,9/28/2015 12:00:00 AM
WI31,TM4134SW,"2014-01-22 03:46","2014-01-28 18:30",201401,6.670,11.000, ,0.738, ,0.101, ,0.025, ,0.318, ,0.574, ,0.984, ,0.486, ,0.616,0,-9,304.200,4.826,4.826,w ,            ,6/8/2015 11:23:00 AM
WI31,TM4535SW,"2014-01-28 18:36","2014-02-04 22:55",201402,6.670,13.100, ,1.381, ,0.150, ,0.029, ,0.219, ,0.524, ,1.357, ,0.349, ,0.633,0,-9,299.400,5.080,5.080,w ,            ,9/28/2015 12:00:00 AM
WI31,TM4615SW,"2014-02-04 23:01","2014-02-11 18:10",201402,4.810,13.500, ,0.222, ,0.040, ,0.018, ,0.333, ,0.336, ,2.235, ,0.580, ,0.360,0,-9,180.900,3.556,3.556,w ,            ,6/8/2015 8:58:00 AM
WI31,TM5221SW,"2014-02-11 18:14","2014-02-18 18:50",201402,5.060,9.500, ,0.205, ,0.030, ,0.012, ,0.118, ,0.364, ,1.635, ,0.184, ,0.660,0,-9,913.900,18.034,18.034,w ,            ,6/8/2015 11:23:00 AM
WI31,TM5297SW,"2014-02-18 18:55","2014-02-25 05:15",201402,6.020,10.600, ,0.535, ,0.049, ,0.038, ,0.130, ,0.709, ,1.549, ,0.137, ,1.581,0,-9,785.300,12.192,12.192,w ,            ,6/8/2015 11:23:00 AM
WI31,TM5558SW,"2014-02-25 05:19","2014-03-04 15:35",201402,6.450,8.500, ,0.589, ,0.131, ,0.014, ,0.233, ,0.329, ,1.120, ,0.388, ,0.356,0,-9,448.600,7.366,7.366,w ,            ,6/8/2015 11:23:00 AM
WI31,TM5591SW,"2014-03-04 15:40","2014-03-11 16:12",201403,4.740,19.000, ,0.389, ,0.055, ,0.016, ,0.222, ,0.631, ,3.239, ,0.398, ,0.952,0,-9,154.100,4.064,4.064,w ,            ,6/8/2015 8:58:00 AM
WI31,TM6002SW,"2014-03-11 16:17","2014-03-19 01:37",201403,6.470,24.300, ,0.992, ,0.135, ,0.063, ,0.227, ,2.051, ,3.134, ,0.390, ,3.283,0,-9,118.200,1.524,1.524,w ,            ,6/8/2015 8:58:00 AM
WI31,TM6398SW,"2014-03-19 01:42","2014-03-25 19:40",201403,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,421.400,7.620,7.620,  ,c           ,6/8/2015 11:23:00 AM
WI31,TM6472SW,"2014-03-25 19:48","2014-04-01 20:10",201403,6.610,13.100, ,0.283, ,0.033, ,0.028, ,0.077, ,1.408, ,1.411, ,0.107, ,1.369,0,-9,1498.200,22.606,22.606,w ,            ,6/8/2015 11:23:00 AM
WI31,TM6679SW,"2014-04-01 20:16","2014-04-08 17:23",201404,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,371.700,6.350,6.350,  ,c           ,6/8/2015 11:23:00 AM
WI31,TM7028SW,"2014-04-08 17:28","2014-04-15 17:25",201404,6.600,7.000, ,0.358, ,0.044, ,0.021, ,0.050, ,0.598, ,0.655, ,0.057, ,0.450,0,-9,8040.600,119.634,119.634,w ,            ,6/8/2015 11:23:00 AM
WI31,TM7255SW,"2014-04-15 17:30","2014-04-22 20:08",201404,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,377.400,5.334,5.334,  ,c           ,6/8/2015 11:23:00 AM
WI31,TM7478SW,"2014-04-22 20:15","2014-04-29 15:42",201404,6.490,11.100, ,0.439, ,0.044, ,0.043, ,0.040, ,0.995, ,1.288, ,0.074, ,1.391,0,-9,5135.800,77.470,77.470,w ,            ,6/8/2015 11:23:00 AM
WI31,TM7696SW,"2014-04-29 15:46","2014-05-06 17:28",201405,6.500,12.000, ,0.296, ,0.036, ,0.055, ,0.012, ,1.236, ,1.842, ,0.045, ,1.200,0,-9,600.700,8.128,8.128,w ,            ,6/8/2015 8:58:00 AM
WI31,TM8074SW,"2014-05-06 17:34","2014-05-14 01:15",201405,6.530,10.000, ,0.542, ,0.054, ,0.050, ,0.134, ,0.754, ,1.071, ,0.175, ,0.886,0,-9,2300.600,34.290,34.290,w ,            ,6/8/2015 8:58:00 AM
WI31,TM8287SW,"2014-05-14 01:20","2014-05-20 17:55",201405,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,180.500,2.286,2.286,  ,c           ,6/8/2015 11:23:00 AM
WI31,TM8647SW,"2014-05-20 18:02","2014-05-27 15:10",201405,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,156.600,1.778,1.778,  ,c           ,6/8/2015 11:23:00 AM
WI31,TM8802SW,"2014-05-27 15:15","2014-06-03 20:20",201405,6.430,8.300, ,0.147, ,0.031, ,0.025, ,0.022, ,0.904, ,0.953, ,0.041, ,0.732,0,-9,6023.800,88.900,88.900,w ,            ,6/8/2015 8:58:00 AM
WI31,TM9066SW,"2014-06-03 20:24","2014-06-10 16:55",201406,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,761.600,10.414,10.414,  ,c           ,6/8/2015 8:58:00 AM
WI31,TM9323SW,"2014-06-10 17:00","2014-06-17 17:15",201406,5.530,6.900, ,0.215, ,0.032, ,0.021, ,0.094, ,0.377, ,0.856, ,0.133, ,0.851,0,-9,2936.300,43.434,43.434,w ,            ,6/8/2015 8:58:00 AM
WI31,TM9593SW,"2014-06-17 17:20","2014-06-25 01:02",201406,5.900,5.500, ,0.237, ,0.028, ,0.030, ,0.083, ,0.328, ,0.700, ,0.129, ,0.634,0,-9,4198.400,59.690,59.690,w ,            ,6/8/2015 8:58:00 AM
WI31,TM9896SW,"2014-06-25 01:08","2014-07-01 17:35",201406,5.470,4.200, ,0.053, ,0.012, ,0.011, ,0.041, ,0.230, ,0.467, ,0.062, ,0.404,0,-9,3659.600,53.086,53.086,w ,            ,6/8/2015 8:58:00 AM
WI31,TN0146SW,"2014-07-01 17:42","2014-07-08 18:40",201407,6.640,9.900, ,0.641, ,0.083, ,0.025, ,0.007, ,0.804, ,0.734, ,0.035, ,0.364,0,-9,668.700,9.398,9.398,w ,            ,6/8/2015 8:58:00 AM
WI31,TN0540SW,"2014-07-08 18:48","2014-07-15 23:30",201407,6.340,8.900, ,0.341, ,0.059, ,0.026, ,0.026, ,0.799, ,1.195, ,0.062, ,0.767,0,-9,463.200,5.842,5.842,w ,            ,6/8/2015 8:58:00 AM
WI31,TN0786SW,"2014-07-15 23:35","2014-07-22 17:35",201407,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,9.900,0.000,0.000,d ,            ,
WI31,TN0949SW,"2014-07-22 17:42","2014-07-29 16:08",201407,6.440,10.200, ,0.336, ,0.083, ,0.079, ,0.026, ,0.914, ,1.228, ,0.083, ,0.650,0,-9,131.000,1.270,1.270,w ,            ,6/8/2015 8:58:00 AM
WI31,TN1174SW,"2014-07-29 16:12","2014-08-05 17:50",201408,6.630,11.100, ,0.549, ,0.096, ,0.037,<,0.005, ,0.960, ,1.045, ,0.042, ,0.733,0,-9,2103.700,29.972,29.972,w ,            ,6/8/2015 8:58:00 AM
WI31,TN1562SW,"2014-08-05 17:56","2014-08-12 23:50",201408,6.330,9.100, ,0.340, ,0.072, ,0.025,<,0.005, ,0.864, ,0.647, ,0.028, ,0.847,0,-9,229.500,3.048,3.048,w ,            ,6/8/2015 8:58:00 AM
WI31,TN1730SW,"2014-08-12 23:54","2014-08-19 19:28",201408,6.630,10.600, ,0.706, ,0.085, ,0.029, ,0.007, ,0.771, ,0.916, ,0.032, ,0.650,0,-9,975.100,14.478,14.478,w ,            ,6/8/2015 8:58:00 AM
WI31,TN2071SW,"2014-08-19 19:34","2014-08-26 20:14",201408,5.700,4.900, ,0.228, ,0.019, ,0.016, ,0.048, ,0.228, ,0.596, ,0.059, ,0.554,0,-9,2253.800,32.766,32.766,w ,            ,6/8/2015 8:58:00 AM
WI31,TN2349SW,"2014-08-26 20:20","2014-09-03 00:00",201408,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,909.000,12.192,12.192,  ,c           ,6/8/2015 8:58:00 AM
WI31,TN2546SW,"2014-09-03 00:05","2014-09-09 15:50",201409,6.290,7.700, ,0.364, ,0.032, ,0.030, ,0.102, ,0.588, ,0.947, ,0.128, ,0.677,0,-9,1894.300,27.432,27.432,w ,            ,6/8/2015 8:58:00 AM
WI31,TN2849SW,"2014-09-09 15:55","2014-09-16 20:00",201409,6.040,3.900, ,0.071, ,0.012, ,0.013, ,0.016, ,0.355, ,0.452, ,0.034, ,0.292,0,-9,1605.200,22.352,22.352,w ,            ,6/8/2015 8:58:00 AM
WI31,TN3040SW,"2014-09-16 20:07","2014-09-23 19:45",201409,6.400,8.200, ,0.307, ,0.038, ,0.031, ,0.010, ,0.802, ,0.819, ,0.032, ,0.623,0,-9,1069.400,15.240,15.240,w ,            ,6/8/2015 8:58:00 AM
WI31,TN3409SW,"2014-09-23 19:52","2014-10-01 05:13",201409,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,183.900,2.286,2.286,  ,c           ,6/8/2015 8:58:00 AM
WI31,TN3674SW,"2014-10-01 05:16","2014-10-07 23:38",201410,6.210,5.000, ,0.063, ,0.017, ,0.023,<,0.005, ,0.584, ,0.611, ,0.017, ,0.380,0,-9,1167.500,16.256,16.256,w ,            ,6/8/2015 8:58:00 AM
WI31,TN3970SW,"2014-10-07 23:44","2014-10-15 15:25",201410,5.300,4.300, ,0.037, ,0.008, ,0.013,<,0.005, ,0.218, ,0.512, ,0.011, ,0.365,0,-9,4644.600,66.294,66.294,w ,            ,6/8/2015 8:58:00 AM
WI31,TN4117SW,"2014-10-15 15:32","2014-10-20 17:20",201410,6.530,11.300, ,0.282, ,0.061, ,0.047, ,0.024, ,1.185, ,0.921, ,0.043, ,0.821,0,-9,91.300,1.016,1.016,w ,            ,6/8/2015 8:58:00 AM
WI31,TN4428SW,"2014-10-20 17:26","2014-10-28 22:31",201410,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,665.900,9.906,9.906,  ,e           ,6/8/2015 8:58:00 AM
WI31,TN4657SW,"2014-10-28 22:41","2014-11-04 16:50",201411,6.580,15.000, ,0.846, ,0.074, ,0.059, ,0.103, ,1.158, ,1.207, ,0.142, ,1.313,0,-9,392.600,5.842,5.842,w ,            ,6/8/2015 8:58:00 AM
WI31,TN4998SW,"2014-11-04 17:03","2014-11-11 18:07",201411,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,324.400,5.842,5.842,  ,c           ,6/8/2015 8:58:00 AM
WI31,TN5537SW,"2014-11-11 18:17","2014-11-18 18:11",201411,6.300,5.800, ,0.375, ,0.120, ,0.018, ,0.110, ,0.254, ,0.561, ,0.164, ,0.199,0,-9,185.700,3.048,3.048,w ,            ,6/8/2015 8:58:00 AM
WI31,TN5796SW,"2014-11-18 18:25","2014-11-25 22:50",201411,5.760,3.400, ,0.081, ,0.013, ,0.010, ,0.019, ,0.244, ,0.484, ,0.033, ,0.230,0,-9,1740.800,31.242,31.242,w ,            ,6/8/2015 8:58:00 AM
WI31,TN5815SW,"2014-11-25 23:00","2014-12-02 22:30",201411,6.080,11.800, ,0.350, ,0.064, ,0.029, ,0.291, ,0.820, ,1.837, ,0.438, ,0.868,0,-9,63.100,1.016,1.016,wd,            ,6/8/2015 8:58:00 AM
WI31,TN6149SW,"2014-12-02 22:38","2014-12-09 16:20",201412,6.320,11.900, ,0.079, ,0.010, ,0.012, ,0.019, ,1.482, ,2.122, ,0.048, ,1.142,0,-9,559.400,7.874,7.874,w ,            ,6/8/2015 8:58:00 AM
WI31,TN6495SW,"2014-12-09 16:28","2014-12-17 02:53",201412,5.000,9.500, ,0.054, ,0.006, ,0.011, ,0.021, ,0.462, ,1.195, ,0.058, ,0.808,0,-9,1236.500,18.288,18.288,w ,            ,6/8/2015 8:58:00 AM
WI31,TN6493SW,"2014-12-17 03:03","2014-12-23 20:42",201412,4.930,10.600, ,0.041, ,0.010, ,0.009, ,0.012, ,0.445, ,1.399, ,0.029, ,0.736,0,-9,1140.300,16.256,16.256,w ,            ,6/8/2015 8:58:00 AM
WI31,TN6651SW,"2014-12-23 20:50","2014-12-30 22:21",201412,5.660,13.600, ,0.363, ,0.033, ,0.035, ,0.147, ,1.106, ,2.324, ,0.197, ,1.716,0,-9,246.300,3.048,3.048,w ,            ,6/8/2015 8:58:00 AM
WI31,TN7221SW,"2014-12-30 22:31","2015-01-06 18:13",201501,5.850,7.700, ,0.299, ,0.068, ,0.015, ,0.058, ,0.516, ,1.676, ,0.105, ,0.610,0,-9,388.700,8.636,8.636,w ,            ,6/8/2015 8:58:00 AM
WI31,TN7532SW,"2015-01-06 18:24","2015-01-14 04:16",201501,6.510,8.400, ,0.530, ,0.131, ,0.035, ,0.183, ,0.397, ,1.067, ,0.335, ,0.297,0,-9,99.700,3.048,3.048,w ,            ,6/8/2015 8:58:00 AM
WI31,TN7812SW,"2015-01-14 04:27","2015-01-20 17:25",201501,6.390,29.000, ,0.813, ,0.096, ,0.033, ,0.469, ,2.652, ,5.284, ,0.771, ,2.692,0,-9,22.100,0.254,0.254,wi,            ,6/8/2015 8:58:00 AM
WI31,TN7927SW,"2015-01-20 17:33","2015-01-27 17:55",201501,5.860,8.700, ,0.171, ,0.041, ,0.008, ,0.079, ,0.776, ,1.630, ,0.139, ,0.821,0,-9,292.900,4.826,4.826,w ,            ,6/8/2015 8:58:00 AM
WI31,TN8217SW,"2015-01-27 18:00","2015-02-03 18:03",201501,6.050,5.500, ,0.195, ,0.034, ,0.011, ,0.056, ,0.437, ,0.891, ,0.093, ,0.450,0,-9,303.900,17.018,17.018,w ,            ,6/8/2015 8:58:00 AM
WI31,TN8400SW,"2015-02-03 18:13","2015-02-10 16:50",201502,5.460,5.600, ,0.112, ,0.018, ,0.009, ,0.091, ,0.352, ,0.625, ,0.147, ,0.381,0,-9,172.700,3.048,3.048,w ,            ,
WI31,TN8717SW,"2015-02-10 17:07","2015-02-17 19:50",201502,6.870,28.000, ,2.229, ,0.339, ,0.056, ,0.732, ,1.052, ,2.254, ,1.071, ,1.442,0,-9,60.500,1.270,1.270,w ,            ,
WI31,TN8844SW,"2015-02-17 20:07","2015-02-24 22:25",201502,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,57.100,0.508,0.508,  ,c           ,
WI31,TN9592SW,"2015-02-24 22:35","2015-03-03 22:47",201502,5.520,9.700, ,0.293, ,0.069, ,0.012, ,0.132, ,0.582, ,1.831, ,0.217, ,0.999,0,-9,260.000,4.572,4.572,w ,            ,
WI31,TN9602SW,"2015-03-03 23:07","2015-03-10 17:27",201503,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.100,0.000,0.000,d ,            ,
WI31,TN9667SW,"2015-03-10 17:37","2015-03-17 16:31",201503,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.100,,0.001,t ,            ,
WI31,TO0188SW,"2015-03-17 16:38","2015-03-24 16:10",201503,6.450,9.700, ,0.321, ,0.072, ,0.021, ,0.082, ,0.861, ,1.425, ,0.159, ,0.616,0,-9,268.700,6.096,6.096,w ,            ,
WI31,TO0184SW,"2015-03-24 16:18","2015-03-30 17:15",201503,6.100,11.800, ,0.380, ,0.058, ,0.025, ,0.079, ,0.997, ,2.073, ,0.092, ,1.198,0,-9,644.100,8.890,8.890,w ,            ,
WI31,TO0447SW,"2015-03-30 17:30","2015-04-07 15:03",201504,6.410,10.600, ,0.491, ,0.080, ,0.058, ,0.065, ,0.892, ,1.159, ,0.113, ,0.840,0,-9,298.800,4.318,4.318,w ,            ,
WI31,TO0835SW,"2015-04-07 15:12","2015-04-14 20:55",201504,6.120,7.000, ,0.190, ,0.024, ,0.022, ,0.045, ,0.651, ,0.970, ,0.060, ,0.786,0,-9,5956.100,87.884,87.884,w ,            ,
WI31,TO0989SW,"2015-04-14 21:07","2015-04-21 16:43",201504,5.280,6.200, ,0.076, ,0.017, ,0.018,<,0.006, ,0.429, ,0.800, ,0.024, ,0.538,0,-9,1388.100,19.812,19.812,w ,            ,
WI31,TO1228SW,"2015-04-21 16:53","2015-04-28 13:37",201504,6.490,8.200, ,0.410, ,0.061, ,0.022, ,0.016, ,0.778, ,0.521, ,0.032, ,0.412,0,-9,353.000,4.826,4.826,w ,            ,
WI31,TO1625SW,"2015-04-28 13:47","2015-05-06 04:10",201505,6.650,11.300, ,0.332, ,0.032, ,0.037, ,0.013, ,1.288, ,1.146, ,0.037, ,0.618,0,-9,1663.000,23.876,23.876,w ,            ,
WI31,TO1827SW,"2015-05-06 04:19","2015-05-13 00:20",201505,6.780,14.200, ,0.242, ,0.064, ,0.056, ,0.179, ,1.434, ,1.630, ,0.286, ,1.001,0,-9,495.300,7.112,7.112,w ,            ,
WI31,TO2048SW,"2015-05-13 00:32","2015-05-19 17:00",201505,6.450,12.800, ,0.241, ,0.094, ,0.038, ,0.024, ,1.352, ,2.231, ,0.051, ,0.976,0,-9,423.100,5.842,5.842,w ,            ,
WI31,TO2374SW,"2015-05-19 17:07","2015-05-27 00:07",201505,5.380,4.600, ,0.037, ,0.007, ,0.011, ,0.021, ,0.315, ,0.521, ,0.051, ,0.468,0,-9,4380.800,61.976,61.976,w ,            ,
WI31,TO2592SW,"2015-05-27 00:15","2015-06-02 16:04",201505,5.920,4.800, ,0.172, ,0.030, ,0.016, ,0.018, ,0.393, ,0.684, ,0.033, ,0.412,0,-9,2143.300,30.734,30.734,w ,            ,
WI31,TO2851SW,"2015-06-02 16:13","2015-06-09 15:56",201506,6.220,7.600, ,0.280, ,0.036, ,0.033, ,0.013, ,0.739, ,1.008, ,0.047, ,0.650,0,-9,584.100,8.382,8.382,w ,            ,
WI31,TO3165SW,"2015-06-09 16:16","2015-06-17 00:57",201506,5.740,5.600, ,0.107, ,0.014, ,0.011,<,0.006, ,0.499, ,0.870, ,0.026, ,0.516,0,-9,3739.900,51.308,51.308,w ,            ,
WI31,TO3361SW,"2015-06-17 01:05","2015-06-23 12:52",201506,6.210,6.900, ,0.258, ,0.029, ,0.026, ,0.065, ,0.593, ,0.858, ,0.104, ,0.624,0,-9,1519.100,22.352,22.352,w ,            ,
WI31,TO3744SW,"2015-06-23 13:00","2015-06-30 16:08",201506,6.720,15.400, ,0.234, ,0.085, ,0.031, ,0.015, ,1.747, ,2.224, ,0.049, ,1.320,0,-9,1343.800,19.050,19.050,w ,            ,
WI31,TO3868SW,"2015-06-30 16:25","2015-07-07 18:03",201507,5.860,3.800, ,0.045, ,0.010, ,0.027, ,0.016, ,0.321, ,0.297, ,0.025, ,0.293,0,-9,1023.600,14.224,14.224,w ,            ,
